subject,condition,l_length,pres_rate,sp_1,sp_2,sp_3,sp_4,sp_5,sp_6,sp_7,sp_8,sp_9,sp_10,sp_11,sp_12,sp_13,sp_14,sp_15,sp_16,sp_17,sp_18,sp_19,sp_20,sp_21,sp_22,sp_23,sp_24,sp_25,sp_26,sp_27,sp_28,sp_29,sp_30,sp_31,sp_32,sp_33,sp_34,sp_35,sp_36,sp_37,sp_38,sp_39,sp_40
A2E5PV1BHNG67N,20-1,20.0,1000.0,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333331,0.08333333333333333,0.08333333333333333,,,,,,,,,,,,,,,,,,,,
A2FQVRBXJZQAWT,20-1,20.0,1000.0,0.75,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A2GM1ZIBRBHBK7,20-1,20.0,1000.0,0.22916666666666666,0.16666666666666666,0.08333333333333333,0.0625,0.0625,0.041666666666666664,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.0625,,,,,,,,,,,,,,,,,,,,
A2ONILC0LZKG6Y,20-1,20.0,1000.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.041666666666666664,0.3125,0.6041666666666666,,,,,,,,,,,,,,,,,,,,
A2QX1SJXQN1NV1,20-1,20.0,1000.0,0.29166666666666663,0.125,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,,,,,,,,,,,,,,,,,,,,
A2QY653X9531JP,20-1,20.0,1000.0,0.0625,0.0,0.041666666666666664,0.020833333333333332,0.041666666666666664,0.022727272727272728,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.043560606060606064,0.022727272727272728,0.020833333333333332,0.06439393939393939,0.10795454545454546,0.12878787878787878,0.17045454545454547,,,,,,,,,,,,,,,,,,,,
A2RBF3IIJP15IH,20-1,20.0,1000.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0625,0.10416666666666666,0.20833333333333331,0.1875,0.16666666666666666,0.08333333333333333,,,,,,,,,,,,,,,,,,,,
A2RWLFIP23FZA7,20-1,20.0,1000.0,0.5,0.0625,0.020833333333333332,0.0625,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.08333333333333333,0.0625,,,,,,,,,,,,,,,,,,,,
A2SBZCFAVT83GN,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.1111111111111111,0.38888888888888884,0.4166666666666667,,,,,,,,,,,,,,,,,,,,
A2SQGKP2REXOTN,20-1,20.0,1000.0,0.6666666666666666,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A2SQTRNQWDLU4F,20-1,20.0,1000.0,0.16666666666666666,0.20833333333333331,0.0,0.125,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,,,,,,,,,,,,,,,,,,,,
A2SWQM5X54P1O5,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.10416666666666666,0.10416666666666666,0.14583333333333331,0.33333333333333337,0.20833333333333334,0.041666666666666664,0.020833333333333332,,,,,,,,,,,,,,,,,,,,
A2TG5ESEOPXAHI,20-1,20.0,1000.0,0.5416666666666666,0.020833333333333332,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
A2V6E7SGEU0EFD,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.0,0.020833333333333332,0.041666666666666664,0.0625,0.16666666666666666,0.3125,0.16666666666666666,0.125,0.020833333333333332,,,,,,,,,,,,,,,,,,,,
A2VXT33Y2TQPOQ,20-1,20.0,1000.0,0.5511363636363636,0.1268939393939394,0.1268939393939394,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,,,,,,,,,,,,,,,,,,,,
A2XDWB9NVYI3LQ,20-1,20.0,1000.0,0.041666666666666664,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.25,0.33333333333333337,,,,,,,,,,,,,,,,,,,,
A3026HLELYNW7U,20-1,20.0,1000.0,0.020833333333333332,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.08333333333333333,0.20833333333333334,0.39583333333333337,,,,,,,,,,,,,,,,,,,,
A351P2O6QGTCS,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.22222222222222224,0.6666666666666666,,,,,,,,,,,,,,,,,,,,
A39R5EBK7W916X,20-1,20.0,1000.0,0.08333333333333333,0.25,0.041666666666666664,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664,,,,,,,,,,,,,,,,,,,,
A3D9PJ37U7LCHE,20-1,20.0,1000.0,0.3541666666666667,0.0625,0.020833333333333332,0.0,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.041666666666666664,0.020833333333333332,0.0,0.020833333333333332,0.08333333333333333,0.020833333333333332,0.020833333333333332,,,,,,,,,,,,,,,,,,,,
A3EVXSWHYA1PTT,20-1,20.0,1000.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.625,,,,,,,,,,,,,,,,,,,,
A3GIUDSA1IGTFV,20-1,20.0,1000.0,0.25,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.08333333333333333,0.2222222222222222,,,,,,,,,,,,,,,,,,,,
A3HXK0UGS1YDMC,20-1,20.0,1000.0,0.3333333333333333,0.14583333333333331,0.10416666666666666,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,,,,,,,,,,,,,,,,,,,,
A3ITZNJQUTIZ4C,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.041666666666666664,0.125,0.16666666666666666,0.5833333333333334,,,,,,,,,,,,,,,,,,,,
A3MHP4LZ3V88NF,20-1,20.0,1000.0,0.6666666666666667,0.10416666666666666,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0,0.0,0.041666666666666664,,,,,,,,,,,,,,,,,,,,
A3NRIEMOJVVX4A,20-1,20.0,1000.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.0,0.020833333333333332,0.0625,0.041666666666666664,0.0625,0.6875,,,,,,,,,,,,,,,,,,,,
A3PEV3KN6F7JRG,20-1,20.0,1000.0,0.25,0.125,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,,,,,,,,,,,,,,,,,,,,
A3QKOYP52HYRH2,20-1,20.0,1000.0,0.08333333333333333,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.020833333333333332,0.0,0.0,0.020833333333333332,0.0625,0.22916666666666666,0.2708333333333333,,,,,,,,,,,,,,,,,,,,
A3RFOODI4G4P4K,20-1,20.0,1000.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.14583333333333331,0.6666666666666667,,,,,,,,,,,,,,,,,,,,
A3RHJEMZ4EGY2U,20-1,20.0,1000.0,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.041666666666666664,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.020833333333333332,0.0,0.020833333333333332,0.041666666666666664,0.10416666666666666,0.22916666666666666,0.45833333333333326,,,,,,,,,,,,,,,,,,,,
A3S76P3L3USWI1,20-1,20.0,1000.0,0.46780303030303033,0.10416666666666666,0.0,0.022727272727272728,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.020833333333333332,,,,,,,,,,,,,,,,,,,,
A3USPFFWN1G5PF,20-1,20.0,1000.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.020833333333333332,0.0625,0.10416666666666666,0.14583333333333331,0.14583333333333331,0.33333333333333326,,,,,,,,,,,,,,,,,,,,
A50UY1556VDIA,20-1,20.0,1000.0,0.11174242424242423,0.1515151515151515,0.10795454545454544,0.020833333333333332,0.045454545454545456,0.0,0.0,0.020833333333333332,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.06628787878787878,0.020833333333333332,0.043560606060606064,0.06628787878787878,0.06628787878787878,,,,,,,,,,,,,,,,,,,,
A7R1OLLU1Z6RA,20-1,20.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.020833333333333332,0.041666666666666664,0.0,0.2708333333333333,0.27083333333333337,0.31250000000000006,,,,,,,,,,,,,,,,,,,,
AC7CDW53I98JT,20-1,20.0,1000.0,0.41666666666666663,0.10416666666666666,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.08333333333333333,0.10416666666666666,,,,,,,,,,,,,,,,,,,,
AEJU0MCYOQC77,20-1,20.0,1000.0,0.3611111111111111,0.1111111111111111,0.08333333333333333,0.0,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,,,,,,,,,,,,,,,,,,,,
AHU3EE2Q05E18,20-1,20.0,1000.0,0.2916666666666667,0.29166666666666663,0.10416666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
AJD90361AJO80,20-1,20.0,1000.0,0.08333333333333333,0.10416666666666666,0.0,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.16666666666666666,0.3125,,,,,,,,,,,,,,,,,,,,
AK52RXEJKR81A,20-1,20.0,1000.0,0.3055555555555556,0.1111111111111111,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.08333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,
AMJAZPJBO936R,20-1,20.0,1000.0,0.6041666666666667,0.10416666666666666,0.020833333333333332,0.0,0.020833333333333332,0.041666666666666664,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0625,0.041666666666666664,,,,,,,,,,,,,,,,,,,,
AOQZVAH5FSKGE,20-1,20.0,1000.0,0.22916666666666666,0.2708333333333333,0.12499999999999999,0.0625,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
AQCJI23U1VBYD,20-1,20.0,1000.0,0.4375,0.041666666666666664,0.041666666666666664,0.0625,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
AQPFTUIJ0PW2N,20-1,20.0,1000.0,0.25,0.05555555555555555,0.08333333333333333,0.05555555555555555,0.0,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
AXFCUZ1WQC2WY,20-1,20.0,1000.0,0.3055555555555556,0.19444444444444442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.13888888888888887,0.05555555555555555,,,,,,,,,,,,,,,,,,,,
AY7M9MOLNXIIK,20-1,20.0,1000.0,0.27083333333333337,0.0625,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.08333333333333333,0.0625,,,,,,,,,,,,,,,,,,,,
AZZA3J049G7R5,20-1,20.0,1000.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.041666666666666664,0.5833333333333333,,,,,,,,,,,,,,,,,,,,
A102RSV009OCUW,15-2,15.0,2000.0,0.6401515151515151,0.12878787878787878,0.06439393939393939,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.020833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,
A11BHGAKU0RIH8,15-2,15.0,2000.0,0.16666666666666666,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.08333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
A13GBA16BNTN1A,15-2,15.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.10416666666666666,0.7708333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
A13THDIE8LTQ11,15-2,15.0,2000.0,0.16666666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.041666666666666664,0.0625,0.08333333333333333,0.14583333333333334,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,
A150QX2OXHGK8P,15-2,15.0,2000.0,0.14583333333333331,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.0625,0.45833333333333337,,,,,,,,,,,,,,,,,,,,,,,,,
A151XA53WYXVD7,15-2,15.0,2000.0,0.5833333333333333,0.041666666666666664,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,
A1618RA11ZOD8Y,15-2,15.0,2000.0,0.022727272727272728,0.043560606060606064,0.020833333333333332,0.06439393939393939,0.022727272727272728,0.020833333333333332,0.0,0.022727272727272728,0.020833333333333332,0.0,0.06439393939393939,0.0,0.022727272727272728,0.10416666666666666,0.42045454545454547,,,,,,,,,,,,,,,,,,,,,,,,,
A19X8IA9EKC3XH,15-2,15.0,2000.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.10416666666666666,0.5208333333333333,0.08333333333333333,0.041666666666666664,0.0,0.020833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,
A1CFMY4CEYOM8Y,15-2,15.0,2000.0,0.041666666666666664,0.0,0.020833333333333332,0.0,0.0,0.020833333333333332,0.041666666666666664,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.10416666666666666,0.14583333333333334,0.4166666666666667,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
A1E0K2VGY2684V,15-2,15.0,2000.0,0.16666666666666669,0.08333333333333333,0.0,0.08333333333333333,0.041666666666666664,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.08333333333333333,0.14583333333333331,,,,,,,,,,,,,,,,,,,,,,,,,
A1NQOR4RQJJDMW,15-2,15.0,2000.0,0.45833333333333337,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.375,,,,,,,,,,,,,,,,,,,,,,,,,
A1PZIN8H1VI6SY,15-2,15.0,2000.0,0.4166666666666667,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1QRIZY9WJW3R1,15-2,15.0,2000.0,0.5833333333333334,0.125,0.041666666666666664,0.0625,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1QXJZFA5NVGM3,15-2,15.0,2000.0,0.6666666666666666,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1ROEDVMTO9Y3X,15-2,15.0,2000.0,0.375,0.020833333333333332,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.08333333333333333,0.08333333333333333,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,
A1SCF3L6LTFQHF,15-2,15.0,2000.0,0.6875,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A1T7EB1WEDCMXV,15-2,15.0,2000.0,0.10416666666666667,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0625,0.14583333333333331,0.16666666666666666,0.22916666666666666,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,
A1TR2AOKWGQ78A,15-2,15.0,2000.0,0.36868686868686873,0.17424242424242423,0.030303030303030304,0.0,0.08333333333333333,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.08838383838383838,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,
A1UOP419O6P55R,15-2,15.0,2000.0,0.6666666666666666,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,
A1WM3INNDW2776,15-2,15.0,2000.0,0.1875,0.08333333333333333,0.0625,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.041666666666666664,0.020833333333333332,0.08333333333333333,0.29166666666666663,,,,,,,,,,,,,,,,,,,,,,,,,
A1Z82Y9E6YWY80,15-2,15.0,2000.0,0.10416666666666666,0.041666666666666664,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.041666666666666664,0.2708333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
A2113B699TVADG,15-2,15.0,2000.0,0.625,0.16666666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A219SZBLCCCXN9,15-2,15.0,2000.0,0.375,0.041666666666666664,0.10416666666666666,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
A22GYYJXTS5KBH,15-2,15.0,2000.0,0.4444444444444445,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.05555555555555555,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,
A22Y78RVB8UFTD,15-2,15.0,2000.0,0.4166666666666667,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,
A233LLG8YAXWF,15-2,15.0,2000.0,0.041666666666666664,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.041666666666666664,0.25,0.20833333333333334,0.35416666666666663,,,,,,,,,,,,,,,,,,,,,,,,,
A24GX1OZE6AY04,15-2,15.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.020833333333333332,0.0625,0.22916666666666663,0.29166666666666663,0.2708333333333333,0.08333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A26MT7KJ7NJLRN,15-2,15.0,2000.0,0.1875,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.0625,0.0,0.0,0.020833333333333332,0.0625,0.0625,0.041666666666666664,0.041666666666666664,0.0625,0.12499999999999999,0.20833333333333331,,,,,,,,,,,,,,,,,,,,,,,,,
A26T0U2Y6LZOF3,15-2,15.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.33333333333333337,,,,,,,,,,,,,,,,,,,,,,,,,
A29J4LL0MQL3AC,15-2,15.0,2000.0,0.6003787878787878,0.16856060606060605,0.08522727272727272,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A2G4R0GS677RC2,15-2,15.0,2000.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.375,,,,,,,,,,,,,,,,,,,,,,,,,
A2IV3SSVTU90BN,15-2,15.0,2000.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.0,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.10416666666666666,0.20833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,
A2KZN3UH5NGC9,15-2,15.0,2000.0,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.0,0.0,0.020833333333333332,0.18749999999999997,0.39583333333333337,,,,,,,,,,,,,,,,,,,,,,,,,
A2MBFIAGBPU5NG,15-2,15.0,2000.0,0.2916666666666667,0.1875,0.0625,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,
A2O86E23R5T4YO,15-2,15.0,2000.0,0.49242424242424243,0.1893939393939394,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A2PTABUVOUYAH5,15-2,15.0,2000.0,0.14583333333333331,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.041666666666666664,0.10416666666666666,0.020833333333333332,0.08333333333333333,0.14583333333333331,0.2708333333333333,0.14583333333333331,,,,,,,,,,,,,,,,,,,,,,,,,
A2R75YFKVALBXE,15-2,15.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.29166666666666663,0.25,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
A2RU1Q3C9VHBAO,15-2,15.0,2000.0,0.5833333333333334,0.16666666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0625,0.0625,0.020833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,
A2RVG8Y97DE0GM,15-2,15.0,2000.0,0.625,0.041666666666666664,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A2UJ9GDNVPX99C,15-2,15.0,2000.0,0.45833333333333337,0.14583333333333331,0.0625,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A2UYZFH5VT5R3H,15-2,15.0,2000.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.020833333333333332,0.0625,0.125,0.7500000000000001,,,,,,,,,,,,,,,,,,,,,,,,,
A2Y8LZS5C81O25,15-2,15.0,2000.0,0.4166666666666667,0.2708333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A30NL5N71G2YAU,15-2,15.0,2000.0,0.12499999999999999,0.0625,0.0,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.375,,,,,,,,,,,,,,,,,,,,,,,,,
A310Y949ILSN3P,15-2,15.0,2000.0,0.6666666666666666,0.10416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,
A31P78W9ZCQXCS,15-2,15.0,2000.0,0.3125,0.0625,0.0625,0.041666666666666664,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.08333333333333333,0.0625,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,
